1, none, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
795, none, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
796, none, minecraft:badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
797, none, minecraft:badlands, MONSTER, quark:stoneling, 80, 1, 1
798, none, minecraft:badlands, MONSTER, quark:toretoise, 80, 2, 4
799, none, minecraft:badlands, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
800, none, minecraft:badlands, CREATURE, minecraft:goat, 10, 1, 3
801, none, minecraft:badlands, CREATURE, minecraft:rabbit, 10, 2, 3
802, none, minecraft:badlands, CREATURE, minecraft:cow, 10, 4, 4
803, none, minecraft:badlands, CREATURE, minecraft:horse, 10, 2, 6
804, none, minecraft:badlands, CREATURE, minecraft:donkey, 10, 1, 3
805, none, minecraft:badlands, CREATURE, minecraft:wolf, 10, 4, 4
806, none, minecraft:badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
807, none, minecraft:badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
808, none, minecraft:badlands, CREATURE, alexsmobs:emu, 20, 2, 5
809, none, minecraft:badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
810, none, minecraft:badlands, CREATURE, betteranimalsplus:coyote, 10, 1, 6
811, none, minecraft:badlands, CREATURE, iceandfire:hippogryph, 2, 1, 1
812, none, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
813, none, minecraft:badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
814, none, minecraft:badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
815, none, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
816, none, minecraft:badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
817, none, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
818, none, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
819, none, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
820, none, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
821, none, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
822, none, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
823, none, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
824, none, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
825, none, minecraft:eroded_badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
826, none, minecraft:eroded_badlands, MONSTER, quark:stoneling, 80, 1, 1
827, none, minecraft:eroded_badlands, MONSTER, quark:toretoise, 80, 2, 4
828, none, minecraft:eroded_badlands, CREATURE, minecraft:goat, 10, 1, 3
829, none, minecraft:eroded_badlands, CREATURE, minecraft:rabbit, 10, 2, 3
830, none, minecraft:eroded_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
831, none, minecraft:eroded_badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
832, none, minecraft:eroded_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
833, none, minecraft:eroded_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
834, none, minecraft:eroded_badlands, CREATURE, iceandfire:hippogryph, 2, 1, 1
835, none, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
836, none, minecraft:eroded_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
837, none, minecraft:eroded_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
838, none, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
839, none, minecraft:eroded_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
840, none, minecraft:wooded_badlands, MONSTER, minecraft:spider, 80, 4, 4
841, none, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
842, none, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
843, none, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
844, none, minecraft:wooded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
845, none, minecraft:wooded_badlands, MONSTER, minecraft:slime, 80, 4, 4
846, none, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
847, none, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 1
848, none, minecraft:wooded_badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
849, none, minecraft:wooded_badlands, MONSTER, quark:stoneling, 80, 1, 1
850, none, minecraft:wooded_badlands, MONSTER, quark:toretoise, 80, 2, 4
851, none, minecraft:wooded_badlands, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
852, none, minecraft:wooded_badlands, MONSTER, iceandfire:troll, 40, 1, 3
853, none, minecraft:wooded_badlands, CREATURE, minecraft:goat, 10, 1, 3
854, none, minecraft:wooded_badlands, CREATURE, minecraft:rabbit, 10, 2, 3
855, none, minecraft:wooded_badlands, CREATURE, minecraft:cow, 10, 4, 4
856, none, minecraft:wooded_badlands, CREATURE, minecraft:horse, 10, 2, 6
857, none, minecraft:wooded_badlands, CREATURE, minecraft:donkey, 10, 1, 3
858, none, minecraft:wooded_badlands, CREATURE, minecraft:wolf, 10, 4, 4
859, none, minecraft:wooded_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
860, none, minecraft:wooded_badlands, CREATURE, alexsmobs:sunbird, 10, 1, 1
861, none, minecraft:wooded_badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
862, none, minecraft:wooded_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
863, none, minecraft:wooded_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
864, none, minecraft:wooded_badlands, CREATURE, quark:shiba, 40, 1, 3
865, none, minecraft:wooded_badlands, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
866, none, minecraft:wooded_badlands, CREATURE, betteranimalsplus:coyote, 10, 1, 6
867, none, minecraft:wooded_badlands, CREATURE, iceandfire:hippogryph, 2, 1, 1
868, none, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
869, none, minecraft:wooded_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
870, none, minecraft:wooded_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
871, none, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
872, none, minecraft:wooded_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
873, none, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
874, none, minecraft:meadow, MONSTER, minecraft:zombie, 80, 4, 4
875, none, minecraft:meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
876, none, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
877, none, minecraft:meadow, MONSTER, minecraft:creeper, 80, 4, 4
878, none, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
879, none, minecraft:meadow, MONSTER, minecraft:enderman, 5, 1, 4
880, none, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
881, none, minecraft:meadow, MONSTER, alexsmobs:centipede_head, 10, 1, 1
882, none, minecraft:meadow, MONSTER, quark:stoneling, 80, 1, 1
883, none, minecraft:meadow, MONSTER, quark:toretoise, 80, 2, 4
884, none, minecraft:meadow, MONSTER, iceandfire:troll, 40, 1, 3
885, none, minecraft:meadow, CREATURE, minecraft:donkey, 10, 1, 2
886, none, minecraft:meadow, CREATURE, minecraft:rabbit, 10, 2, 6
887, none, minecraft:meadow, CREATURE, minecraft:sheep, 10, 2, 4
888, none, minecraft:meadow, CREATURE, alexsmobs:hummingbird, 19, 7, 7
889, none, minecraft:meadow, CREATURE, alexsmobs:sunbird, 10, 1, 1
890, none, minecraft:meadow, CREATURE, alexsmobs:raccoon, 10, 2, 4
891, none, minecraft:meadow, CREATURE, alexsmobs:crow, 10, 3, 5
892, none, minecraft:meadow, CREATURE, alexsmobs:gelada_monkey, 10, 9, 16
893, none, minecraft:meadow, CREATURE, alexsmobs:bison, 10, 6, 10
894, none, minecraft:meadow, CREATURE, quark:shiba, 40, 1, 3
895, none, minecraft:meadow, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
896, none, minecraft:meadow, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
897, none, minecraft:meadow, CREATURE, betteranimalsplus:songbird, 11, 1, 4
898, none, minecraft:meadow, CREATURE, betteranimalsplus:badger, 10, 1, 2
899, none, minecraft:meadow, CREATURE, betteranimalsplus:coyote, 10, 1, 6
900, none, minecraft:meadow, CREATURE, betteranimalsplus:boar, 10, 1, 4
901, none, minecraft:meadow, CREATURE, iceandfire:hippogryph, 2, 1, 1
902, none, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
903, none, minecraft:meadow, AMBIENT, alexsmobs:fly, 10, 2, 3
904, none, minecraft:meadow, AMBIENT, alexsmobs:cockroach, 10, 5, 5
905, none, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
906, none, minecraft:meadow, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
907, none, minecraft:grove, MONSTER, minecraft:spider, 80, 4, 4
908, none, minecraft:grove, MONSTER, minecraft:zombie, 80, 4, 4
909, none, minecraft:grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
910, none, minecraft:grove, MONSTER, minecraft:skeleton, 80, 4, 4
911, none, minecraft:grove, MONSTER, minecraft:creeper, 80, 4, 4
912, none, minecraft:grove, MONSTER, minecraft:slime, 80, 4, 4
913, none, minecraft:grove, MONSTER, minecraft:enderman, 5, 1, 4
914, none, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
915, none, minecraft:grove, MONSTER, alexsmobs:centipede_head, 10, 1, 1
916, none, minecraft:grove, MONSTER, quark:stoneling, 80, 1, 1
917, none, minecraft:grove, MONSTER, quark:toretoise, 80, 2, 4
918, none, minecraft:grove, MONSTER, iceandfire:troll, 40, 1, 3
919, none, minecraft:grove, CREATURE, minecraft:sheep, 12, 4, 4
920, none, minecraft:grove, CREATURE, minecraft:pig, 10, 4, 4
921, none, minecraft:grove, CREATURE, minecraft:chicken, 10, 4, 4
922, none, minecraft:grove, CREATURE, minecraft:cow, 10, 4, 4
923, none, minecraft:grove, CREATURE, minecraft:wolf, 10, 4, 4
924, none, minecraft:grove, CREATURE, minecraft:rabbit, 10, 2, 3
925, none, minecraft:grove, CREATURE, minecraft:fox, 10, 2, 4
926, none, minecraft:grove, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
927, none, minecraft:grove, CREATURE, alexsmobs:sunbird, 10, 1, 1
928, none, minecraft:grove, CREATURE, alexsmobs:moose, 10, 3, 4
929, none, minecraft:grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
930, none, minecraft:grove, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
931, none, minecraft:grove, CREATURE, alexsmobs:crow, 10, 3, 5
932, none, minecraft:grove, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
933, none, minecraft:grove, CREATURE, quark:shiba, 40, 1, 3
934, none, minecraft:grove, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
935, none, minecraft:grove, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
936, none, minecraft:grove, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
937, none, minecraft:grove, CREATURE, betteranimalsplus:songbird, 11, 1, 4
938, none, minecraft:grove, CREATURE, betteranimalsplus:badger, 10, 1, 2
939, none, minecraft:grove, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
940, none, minecraft:grove, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
941, none, minecraft:grove, CREATURE, betteranimalsplus:deer, 16, 1, 4
942, none, minecraft:grove, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
943, none, minecraft:grove, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
944, none, minecraft:grove, CREATURE, betteranimalsplus:boar, 10, 1, 4
945, none, minecraft:grove, CREATURE, iceandfire:hippogryph, 2, 1, 1
946, none, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
947, none, minecraft:grove, AMBIENT, alexsmobs:fly, 10, 2, 3
948, none, minecraft:grove, AMBIENT, alexsmobs:cockroach, 10, 5, 5
949, none, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
950, none, minecraft:grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
951, none, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
952, none, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
953, none, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 10, 1, 1
954, none, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 80, 4, 4
955, none, minecraft:snowy_slopes, MONSTER, minecraft:creeper, 80, 4, 4
956, none, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
957, none, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 5, 1, 4
958, none, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
959, none, minecraft:snowy_slopes, MONSTER, alexsmobs:centipede_head, 10, 1, 1
960, none, minecraft:snowy_slopes, MONSTER, quark:stoneling, 80, 1, 1
961, none, minecraft:snowy_slopes, MONSTER, quark:toretoise, 80, 2, 4
962, none, minecraft:snowy_slopes, MONSTER, iceandfire:troll, 40, 1, 3
963, none, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 10, 2, 3
964, none, minecraft:snowy_slopes, CREATURE, minecraft:goat, 10, 1, 3
965, none, minecraft:snowy_slopes, CREATURE, alexsmobs:sunbird, 10, 1, 1
966, none, minecraft:snowy_slopes, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
967, none, minecraft:snowy_slopes, CREATURE, quark:shiba, 40, 1, 3
968, none, minecraft:snowy_slopes, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
969, none, minecraft:snowy_slopes, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
970, none, minecraft:snowy_slopes, CREATURE, iceandfire:hippogryph, 2, 1, 1
971, none, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
972, none, minecraft:snowy_slopes, AMBIENT, alexsmobs:fly, 10, 2, 3
973, none, minecraft:snowy_slopes, AMBIENT, alexsmobs:cockroach, 10, 5, 5
974, none, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
975, none, minecraft:snowy_slopes, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
976, none, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
977, none, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
978, none, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
979, none, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
980, none, minecraft:frozen_peaks, MONSTER, minecraft:creeper, 80, 4, 4
981, none, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
982, none, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 5, 1, 4
983, none, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
984, none, minecraft:frozen_peaks, MONSTER, alexsmobs:centipede_head, 10, 1, 1
985, none, minecraft:frozen_peaks, MONSTER, quark:stoneling, 80, 1, 1
986, none, minecraft:frozen_peaks, MONSTER, quark:toretoise, 80, 2, 4
987, none, minecraft:frozen_peaks, MONSTER, iceandfire:troll, 40, 1, 3
988, none, minecraft:frozen_peaks, CREATURE, minecraft:goat, 10, 1, 3
989, none, minecraft:frozen_peaks, CREATURE, alexsmobs:sunbird, 10, 1, 1
990, none, minecraft:frozen_peaks, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
991, none, minecraft:frozen_peaks, CREATURE, alexsmobs:froststalker, 20, 5, 7
992, none, minecraft:frozen_peaks, CREATURE, quark:shiba, 40, 1, 3
993, none, minecraft:frozen_peaks, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
994, none, minecraft:frozen_peaks, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
995, none, minecraft:frozen_peaks, CREATURE, iceandfire:hippogryph, 2, 1, 1
996, none, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
997, none, minecraft:frozen_peaks, AMBIENT, alexsmobs:fly, 10, 2, 3
998, none, minecraft:frozen_peaks, AMBIENT, alexsmobs:cockroach, 10, 5, 5
999, none, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1000, none, minecraft:frozen_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1001, none, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
1002, none, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1003, none, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1004, none, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
1005, none, minecraft:jagged_peaks, MONSTER, minecraft:creeper, 80, 4, 4
1006, none, minecraft:jagged_peaks, MONSTER, minecraft:slime, 80, 4, 4
1007, none, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 5, 1, 4
1008, none, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
1009, none, minecraft:jagged_peaks, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1010, none, minecraft:jagged_peaks, MONSTER, quark:stoneling, 80, 1, 1
1011, none, minecraft:jagged_peaks, MONSTER, quark:toretoise, 80, 2, 4
1012, none, minecraft:jagged_peaks, MONSTER, iceandfire:troll, 40, 1, 3
1013, none, minecraft:jagged_peaks, CREATURE, minecraft:goat, 10, 1, 3
1014, none, minecraft:jagged_peaks, CREATURE, alexsmobs:sunbird, 10, 1, 1
1015, none, minecraft:jagged_peaks, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
1016, none, minecraft:jagged_peaks, CREATURE, quark:shiba, 40, 1, 3
1017, none, minecraft:jagged_peaks, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
1018, none, minecraft:jagged_peaks, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
1019, none, minecraft:jagged_peaks, CREATURE, iceandfire:hippogryph, 2, 1, 1
1020, none, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1021, none, minecraft:jagged_peaks, AMBIENT, alexsmobs:fly, 10, 2, 3
1022, none, minecraft:jagged_peaks, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1023, none, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1024, none, minecraft:jagged_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1025, none, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
1026, none, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1027, none, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1028, none, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
1029, none, minecraft:stony_peaks, MONSTER, minecraft:creeper, 80, 4, 4
1030, none, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
1031, none, minecraft:stony_peaks, MONSTER, minecraft:enderman, 5, 1, 4
1032, none, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
1033, none, minecraft:stony_peaks, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1034, none, minecraft:stony_peaks, MONSTER, quark:stoneling, 80, 1, 1
1035, none, minecraft:stony_peaks, MONSTER, quark:toretoise, 80, 2, 4
1036, none, minecraft:stony_peaks, MONSTER, iceandfire:troll, 40, 1, 3
1037, none, minecraft:stony_peaks, CREATURE, alexsmobs:sunbird, 10, 1, 1
1038, none, minecraft:stony_peaks, CREATURE, quark:shiba, 40, 1, 3
1039, none, minecraft:stony_peaks, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
1040, none, minecraft:stony_peaks, CREATURE, iceandfire:hippogryph, 2, 1, 1
1041, none, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1042, none, minecraft:stony_peaks, AMBIENT, alexsmobs:fly, 10, 2, 3
1043, none, minecraft:stony_peaks, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1044, none, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1045, none, minecraft:stony_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1046, none, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
1047, none, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
1048, none, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1049, none, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
1050, none, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
1051, none, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
1052, none, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
1053, none, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
1054, none, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
1055, none, minecraft:river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1056, none, minecraft:river, MONSTER, quark:stoneling, 80, 1, 1
1057, none, minecraft:river, MONSTER, quark:toretoise, 80, 2, 4
1058, none, minecraft:river, CREATURE, alexsmobs:crocodile, 40, 1, 2
1059, none, minecraft:river, CREATURE, alexsmobs:platypus, 30, 1, 2
1060, none, minecraft:river, CREATURE, betteranimalsplus:goose, 15, 2, 5
1061, none, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
1062, none, minecraft:river, AMBIENT, alexsmobs:fly, 10, 2, 3
1063, none, minecraft:river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1064, none, minecraft:river, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
1065, none, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1066, none, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1067, none, minecraft:river, WATER_AMBIENT, alexsmobs:terrapin, 10, 1, 2
1068, none, minecraft:river, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1069, none, minecraft:river, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
1070, none, minecraft:river, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
1071, none, minecraft:river, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
1072, none, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
1073, none, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
1074, none, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1075, none, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
1076, none, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
1077, none, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
1078, none, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
1079, none, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
1080, none, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
1081, none, minecraft:frozen_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1082, none, minecraft:frozen_river, MONSTER, quark:stoneling, 80, 1, 1
1083, none, minecraft:frozen_river, MONSTER, quark:toretoise, 80, 2, 4
1084, none, minecraft:frozen_river, MONSTER, iceandfire:troll, 40, 1, 3
1085, none, minecraft:frozen_river, CREATURE, alexsmobs:tusklin, 18, 3, 5
1086, none, minecraft:frozen_river, CREATURE, betteranimalsplus:goose, 15, 2, 5
1087, none, minecraft:frozen_river, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
1088, none, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
1089, none, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
1090, none, minecraft:frozen_river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1091, none, minecraft:frozen_river, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
1092, none, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1093, none, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
1094, none, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1095, none, minecraft:frozen_river, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1096, none, minecraft:frozen_river, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
1097, none, minecraft:frozen_river, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
1098, none, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
1099, none, minecraft:beach, MONSTER, minecraft:zombie, 80, 4, 4
1100, none, minecraft:beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1101, none, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
1102, none, minecraft:beach, MONSTER, minecraft:creeper, 80, 4, 4
1103, none, minecraft:beach, MONSTER, minecraft:slime, 80, 4, 4
1104, none, minecraft:beach, MONSTER, minecraft:enderman, 5, 1, 4
1105, none, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
1106, none, minecraft:beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1107, none, minecraft:beach, MONSTER, quark:stoneling, 80, 1, 1
1108, none, minecraft:beach, MONSTER, quark:toretoise, 80, 2, 4
1109, none, minecraft:beach, CREATURE, minecraft:turtle, 10, 2, 5
1110, none, minecraft:beach, CREATURE, alexsmobs:seal, 30, 3, 8
1111, none, minecraft:beach, CREATURE, alexsmobs:seagull, 21, 3, 6
1112, none, minecraft:beach, CREATURE, quark:crab, 10, 1, 3
1113, none, minecraft:beach, CREATURE, betteranimalsplus:crab, 10, 1, 3
1114, none, minecraft:beach, CREATURE, betteranimalsplus:horseshoecrab, 10, 1, 3
1115, none, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
1116, none, minecraft:beach, AMBIENT, alexsmobs:fly, 10, 2, 3
1117, none, minecraft:beach, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1118, none, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1119, none, minecraft:beach, WATER_CREATURE, shark_mod:tiger_shark, 10, 1, 1
1120, none, minecraft:beach, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
1121, none, minecraft:beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1122, none, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
1123, none, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
1124, none, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1125, none, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1126, none, minecraft:snowy_beach, MONSTER, minecraft:creeper, 80, 4, 4
1127, none, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
1128, none, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
1129, none, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
1130, none, minecraft:snowy_beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
