1, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
360, repurposed_structures:shipwreck_nether_bricks, MONSTER, minecraft:wither_skeleton, 10, 1, 1
361, ctov:large/village_mushroom, HEADING, header:ignore, 0, 0, 0
362, towns_and_towers:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
363, towns_and_towers:pillager_outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 2
364, repurposed_structures:witch_hut_taiga, HEADING, header:ignore, 0, 0, 0
365, repurposed_structures:witch_hut_taiga, MONSTER, minecraft:witch, 10, 1, 1
366, repurposed_structures:witch_hut_taiga, CREATURE, minecraft:cat, 10, 1, 1
367, towns_and_towers:mimic_desert, HEADING, header:ignore, 0, 0, 0
368, towns_and_towers:pillager_outpost_snowy_slopes, HEADING, header:ignore, 0, 0, 0
369, towns_and_towers:pillager_outpost_snowy_slopes, MONSTER, minecraft:pillager, 10, 1, 2
370, repurposed_structures:pyramid_nether, HEADING, header:ignore, 0, 0, 0
371, ctov:medium/village_desert, HEADING, header:ignore, 0, 0, 0
372, repurposed_structures:outpost_badlands, HEADING, header:ignore, 0, 0, 0
373, repurposed_structures:outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 1
374, wythers:village_badlands, HEADING, header:ignore, 0, 0, 0
375, dungeons_arise:bandit_towers, HEADING, header:ignore, 0, 0, 0
376, repurposed_structures:shipwreck_warped, HEADING, header:ignore, 0, 0, 0
377, repurposed_structures:shipwreck_warped, MONSTER, minecraft:wither_skeleton, 10, 1, 1
378, towns_and_towers:village_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
379, unstructured:evoker_tower, HEADING, header:ignore, 0, 0, 0
380, repurposed_structures:city_nether, HEADING, header:ignore, 0, 0, 0
381, repurposed_structures:city_nether, MONSTER, minecraft:wither_skeleton, 10, 2, 3
382, repurposed_structures:city_nether, MONSTER, minecraft:blaze, 80, 1, 4
383, unstructured:ocean_village, HEADING, header:ignore, 0, 0, 0
384, unstructured:piglin_outpost, HEADING, header:ignore, 0, 0, 0
385, unstructured:piglin_outpost, MONSTER, minecraft:piglin_brute, 10, 1, 1
386, unstructured:piglin_outpost, MONSTER, minecraft:piglin, 50, 1, 2
387, repurposed_structures:mineshaft_end, HEADING, header:ignore, 0, 0, 0
388, repurposed_structures:mineshaft_end, MONSTER, minecraft:endermite, 10, 2, 5
389, repurposed_structures:mineshaft_end, MONSTER, minecraft:enderman, 50, 1, 3
390, repurposed_structures:ruins_land_icy, HEADING, header:ignore, 0, 0, 0
391, ctov:large/village_dark_forest, HEADING, header:ignore, 0, 0, 0
392, towns_and_towers:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
393, towns_and_towers:pillager_outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 2
394, repurposed_structures:outpost_jungle, HEADING, header:ignore, 0, 0, 0
395, repurposed_structures:outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 1
396, repurposed_structures:village_badlands, HEADING, header:ignore, 0, 0, 0
397, dungeons_arise:mushroom_mines, HEADING, header:ignore, 0, 0, 0
398, ctov:pillager_outpost_mountain, HEADING, header:ignore, 0, 0, 0
399, ctov:pillager_outpost_mountain, MONSTER, minecraft:pillager, 50, 1, 5
400, ctov:pillager_outpost_mountain, MONSTER, minecraft:evoker, 10, 1, 1
401, ctov:pillager_outpost_mountain, MONSTER, minecraft:vindicator, 20, 1, 3
402, ctov:pillager_outpost_mountain, MONSTER, minecraft:witch, 20, 1, 1
403, repurposed_structures:stronghold_nether, HEADING, header:ignore, 0, 0, 0
404, repurposed_structures:stronghold_nether, MONSTER, minecraft:blaze, 10, 2, 3
405, repurposed_structures:stronghold_nether, MONSTER, minecraft:zombified_piglin, 30, 4, 4
406, repurposed_structures:stronghold_nether, MONSTER, minecraft:wither_skeleton, 10, 5, 5
407, repurposed_structures:stronghold_nether, MONSTER, minecraft:skeleton, 20, 5, 5
408, repurposed_structures:stronghold_nether, MONSTER, minecraft:magma_cube, 30, 4, 4
409, unstructured:grave_yard, HEADING, header:ignore, 0, 0, 0
410, unstructured:grave_yard, CREATURE, minecraft:zombie, 80, 1, 4
411, unstructured:grave_yard, CREATURE, minecraft:skeleton, 80, 1, 4
412, apollo:badlands_outpost, HEADING, header:ignore, 0, 0, 0
413, towns_and_towers:exclusives/pillager_outpost_swedish, HEADING, header:ignore, 0, 0, 0
414, towns_and_towers:exclusives/pillager_outpost_swedish, MONSTER, minecraft:pillager, 10, 1, 2
415, towns_and_towers:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
416, towns_and_towers:pillager_outpost_desert, MONSTER, minecraft:pillager, 10, 1, 2
417, repurposed_structures:ruins_land_warm, HEADING, header:ignore, 0, 0, 0
418, awesomedungeonocean:ocean_temple_quad, HEADING, header:ignore, 0, 0, 0
419, wythers:village_wooded_badlands, HEADING, header:ignore, 0, 0, 0
420, ctov:medium/village_mountain, HEADING, header:ignore, 0, 0, 0
421, wythers:village_badlands_desert, HEADING, header:ignore, 0, 0, 0
422, towns_and_towers:pillager_outpost_flower_forest, HEADING, header:ignore, 0, 0, 0
423, towns_and_towers:pillager_outpost_flower_forest, MONSTER, minecraft:pillager, 10, 1, 2
424, repurposed_structures:pyramid_flower_forest, HEADING, header:ignore, 0, 0, 0
425, towns_and_towers:pillager_outpost_mushroom_fields, HEADING, header:ignore, 0, 0, 0
426, repurposed_structures:monument_icy, HEADING, header:ignore, 0, 0, 0
427, repurposed_structures:monument_icy, MONSTER, minecraft:stray, 40, 1, 3
428, repurposed_structures:monument_icy, MONSTER, minecraft:vex, 10, 1, 2
429, towns_and_towers:pillager_outpost_birch_forest, HEADING, header:ignore, 0, 0, 0
430, towns_and_towers:pillager_outpost_birch_forest, MONSTER, minecraft:pillager, 10, 1, 2
431, repurposed_structures:mineshaft_crimson, HEADING, header:ignore, 0, 0, 0
432, towns_and_towers:pillager_outpost_ocean, HEADING, header:ignore, 0, 0, 0
433, towns_and_towers:village_forest, HEADING, header:ignore, 0, 0, 0
434, ctov:small/village_dark_forest, HEADING, header:ignore, 0, 0, 0
435, repurposed_structures:mansion_birch, HEADING, header:ignore, 0, 0, 0
436, repurposed_structures:ruined_portal_end, HEADING, header:ignore, 0, 0, 0
437, dungeons_arise:giant_mushroom, HEADING, header:ignore, 0, 0, 0
438, repurposed_structures:shipwreck_crimson, HEADING, header:ignore, 0, 0, 0
439, repurposed_structures:shipwreck_crimson, MONSTER, minecraft:wither_skeleton, 10, 1, 1
440, repurposed_structures:village_mountains, HEADING, header:ignore, 0, 0, 0
441, towns_and_towers:pillager_outpost_snowy_taiga, HEADING, header:ignore, 0, 0, 0
442, towns_and_towers:pillager_outpost_snowy_taiga, MONSTER, minecraft:pillager, 10, 1, 2
443, repurposed_structures:pyramid_dark_forest, HEADING, header:ignore, 0, 0, 0
444, dungeons_arise:small_blimp, HEADING, header:ignore, 0, 0, 0
445, ctov:large/village_beach, HEADING, header:ignore, 0, 0, 0
446, towns_and_towers:pillager_outpost_grove, HEADING, header:ignore, 0, 0, 0
447, towns_and_towers:pillager_outpost_grove, MONSTER, minecraft:pillager, 10, 1, 2
448, repurposed_structures:temple_nether_soul, HEADING, header:ignore, 0, 0, 0
449, dungeons_arise:jungle_tree_house, HEADING, header:ignore, 0, 0, 0
450, towns_and_towers:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
451, towns_and_towers:pillager_outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 2
452, towns_and_towers:exclusives/village_iberian, HEADING, header:ignore, 0, 0, 0
453, dungeons_arise:coliseum, HEADING, header:ignore, 0, 0, 0
454, awesomedungeon:mushroom_abandonned, HEADING, header:ignore, 0, 0, 0
455, ctov:large/village_desert, HEADING, header:ignore, 0, 0, 0
456, towns_and_towers:exclusives/village_tudor, HEADING, header:ignore, 0, 0, 0
457, ctov:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
458, ctov:pillager_outpost_jungle, MONSTER, minecraft:pillager, 50, 1, 5
459, ctov:pillager_outpost_jungle, MONSTER, minecraft:evoker, 10, 1, 1
460, ctov:pillager_outpost_jungle, MONSTER, minecraft:vindicator, 20, 1, 3
461, ctov:pillager_outpost_jungle, MONSTER, minecraft:witch, 20, 1, 1
462, ctov:small/village_swamp, HEADING, header:ignore, 0, 0, 0
463, dungeons_arise:illager_windmill, HEADING, header:ignore, 0, 0, 0
464, structory:boat, HEADING, header:ignore, 0, 0, 0
465, ctov:medium/village_jungle, HEADING, header:ignore, 0, 0, 0
466, repurposed_structures:outpost_warped, HEADING, header:ignore, 0, 0, 0
467, repurposed_structures:outpost_warped, MONSTER, minecraft:piglin, 10, 1, 1
468, towns_and_towers:exclusives/village_classic, HEADING, header:ignore, 0, 0, 0
469, repurposed_structures:village_warped, HEADING, header:ignore, 0, 0, 0
470, dungeons_arise:plague_asylum, HEADING, header:ignore, 0, 0, 0
471, dungeons_arise:shiraz_palace, HEADING, header:ignore, 0, 0, 0
472, dungeons_arise:illager_galley, HEADING, header:ignore, 0, 0, 0
473, ctov:medium/village_mesa, HEADING, header:ignore, 0, 0, 0
474, ctov:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
475, ctov:pillager_outpost_beach, MONSTER, minecraft:pillager, 50, 1, 5
476, ctov:pillager_outpost_beach, MONSTER, minecraft:evoker, 10, 1, 1
477, ctov:pillager_outpost_beach, MONSTER, minecraft:vindicator, 20, 1, 3
478, ctov:pillager_outpost_beach, MONSTER, minecraft:witch, 20, 1, 1
479, towns_and_towers:village_swamp, HEADING, header:ignore, 0, 0, 0
480, towns_and_towers:village_sparse_jungle, HEADING, header:ignore, 0, 0, 0
481, ctov:large/village_mesa, HEADING, header:ignore, 0, 0, 0
